trading_date,exchange_id,traded_volume,pnl
2019-10-10,1,703,-343378.2041
2019-10-11,1,839,-355889.9606
2019-10-14,1,1027,21328.99337
2019-10-15,1,1441,551538.4113
2019-10-16,1,941,-191674.0489
2019-10-17,1,498,486718.433
2019-10-18,1,915,96338.68807
2019-10-21,1,772,-235696.5926
2019-10-22,1,1167,29432.95496
2019-10-23,1,1070,-257767.8826
2019-10-24,1,537,-49335.81179
2019-10-25,1,762,-258704.4325
2019-10-28,1,1246,-124492.9791
2019-10-29,1,1109,-19126.34325
2019-10-30,1,756,183474.5595
2019-10-31,1,1164,-62012.19183
2019-11-01,1,1001,172509.5978
2019-11-04,1,1157,-218531.8339
2019-11-05,1,1041,-253665.476
2019-11-06,1,1090,-19948.77601
2019-11-07,1,1165,-184045.8105
2019-11-08,1,867,-159276.894
2019-11-11,1,1062,-64251.90982
2019-11-12,1,1160,-18074.39437
2019-11-13,1,653,-64779.73489
2019-11-14,1,470,-41970.36359
2019-11-15,1,697,-187884.6323
2019-11-18,1,890,-122769.8055
2019-11-19,1,909,132836.7107
2019-11-20,1,860,-19911.08459
2019-11-21,1,743,-67281.39132
2019-11-22,1,1028,-381459.1085
2019-11-25,1,903,105218.1853
2019-11-26,1,893,578567.622
2019-11-27,1,782,151947.6526
2019-11-28,1,0,0
2019-11-29,1,412,-57922.01974
2019-12-02,1,905,-56599.84431
2019-12-03,1,835,-67815.74809
2019-12-04,1,1376,-20474.43976
2019-12-05,1,616,60151.00588
2019-12-06,1,834,75840.48431
2019-12-09,1,1075,-70288.71324
2019-12-10,1,1118,242381.1317
2019-12-11,1,1461,-78714.93261
2019-12-12,1,1196,-77897.97589
2019-12-13,1,492,135813.005
2019-12-16,1,0,228107.2712
2019-12-17,1,1020,-75858.69171
2019-12-18,1,1112,127800.9852
2019-12-19,1,880,-29898.89832
2019-12-20,1,872,292173.188
2019-12-23,1,906,-77865.5354
2019-12-24,1,743,265098.0759
2019-12-25,1,0,0
2019-12-26,1,1369,-43232.6755
2019-12-27,1,1225,329364.2761
2019-12-30,1,1000,-320789.6723
2019-12-31,1,567,-14629.78574
2020-01-01,1,0,0
2020-01-02,1,528,154012.1573
2020-01-03,1,486,-41064.51799
2020-01-06,1,502,25272.48621
2020-01-07,1,896,55836.40216
2020-01-08,1,623,33193.71324
2020-01-09,1,987,27347.09329
2020-01-10,1,911,-37944.33191
2020-01-13,1,1077,18676.62301
2020-01-14,1,645,-107054.8906
2020-01-15,1,586,27912.89522
2020-01-16,1,587,180874.7429
2020-01-17,1,577,183642.4032
2020-01-20,1,0,0
2020-01-21,1,567,13558.78571
2020-01-22,1,623,-168439.1712
2020-01-23,1,1158,131022.2416
2020-01-24,1,1344,173060.1725
2020-01-27,1,1267,-88877.48168
2020-01-28,1,1029,-511.7247931
2020-01-29,1,1313,-78372.9489
2020-01-30,1,675,9126.274415
2020-01-31,1,1250,-35064.22576
2020-02-03,1,1275,59136.71388
2020-02-04,1,2870,9032.767505
2020-02-05,1,1890,15762.43929
2020-02-06,1,1255,36006.66977
2020-02-07,1,1420,-30509.05444
2020-02-10,1,2970,-104131.8902
2020-02-11,1,3535,-52715.42195
2020-02-12,1,3104,68693.59434
2020-02-13,1,1798,18126.02222
2020-02-14,1,3048,3494.721461
2020-02-17,1,0,0
2020-02-18,1,4971,-41827.47031
2020-02-19,1,2806,-35564.33433
2020-02-20,1,3436,4169.210591
2020-02-21,1,2207,138315.1575
2020-02-24,1,1805,54543.19577
2020-02-25,1,1762,183344.2462
2020-02-26,1,1721,10164.12071
2020-02-27,1,2709,46421.39131
2020-02-28,1,3626,12713.21765
2020-03-02,1,5364,-170310.6447
2020-03-03,1,1103,-35781.14538
2020-03-04,1,14144,3567.38737
2020-03-05,1,3259,714470.1773
2020-03-06,1,8994,53265.23898
2020-03-09,1,5819,10174.87639
2020-03-10,1,6795,-262896.0382
2020-03-11,1,12459,33796.77402
2020-03-12,1,15623,-484859.8216
2020-03-13,1,13235,-418299.8222
2020-03-16,1,12267,59603.90466
2020-03-17,1,17382,-356073.4024
2020-03-18,1,8948,-84933.62191
2020-03-19,1,12045,-464064.1094
2020-03-20,1,8753,-715834.955
2020-03-23,1,11281,-94489.79467
2020-03-24,1,14395,-66324.45166
2020-03-25,1,7005,-493655.6087
2020-03-26,1,5544,91774.20276
2020-03-27,1,6337,-385311.3328
2020-03-30,1,14973,-273250.0797
2020-03-31,1,3960,370944.0598
2020-04-01,1,16070,75075.78704
2020-04-02,1,1619,-794152.2762
2020-04-03,1,5445,30982.70482
2020-04-06,1,7122,16644.84055
2020-04-07,1,3017,764520.5784
2020-04-08,1,1770,28385.04547
2020-04-09,1,2410,83015.66889
2020-04-10,1,0,0
2020-04-13,1,4415,-184133.8965
2020-04-14,1,1542,594498.6886
2020-04-15,1,4395,32063.49685
2020-04-16,1,559,28806.08446
2020-04-17,1,4494,17111.70802
2020-04-20,1,4869,-179119.3568
2020-04-21,1,1669,38115.93221
2020-04-22,1,2863,-70712.03339
2020-04-23,1,2645,-73236.86331
2020-04-24,1,3140,800.2083126
2020-04-27,1,3371,-88164.12207
2020-04-28,1,3109,-101826.9851
2020-04-29,1,2305,-46826.17072
2020-04-30,1,2973,-132546.4633
2020-05-01,1,2871,392455.1789
2020-05-04,1,2488,-75473.8745
2020-05-05,1,2479,7411.673708
2020-05-06,1,2641,297410.1803
2020-05-07,1,3255,-162729.0419
2020-05-08,1,4060,-179177.6104
2020-05-11,1,3945,90508.90561
2020-05-12,1,409,-145052.2496
2020-05-13,1,2579,5330.910805
2020-05-14,1,3515,18472.13826
2020-05-15,1,5982,73241.83591
2020-05-18,1,3498,-184607.235
2020-05-19,1,3697,-137849.4217
2020-05-20,1,3609,55369.56236
2020-05-21,1,2791,136429.7197
2020-05-22,1,5567,128735.2019
2020-05-25,1,0,0
2020-05-26,1,2905,93045.77367
2020-05-27,1,944,96900.21924
2020-05-28,1,5023,1084.00871
2020-05-29,1,3327,112263.4526
2020-06-01,1,6087,128143.3159
2020-06-02,1,825,233434.2582
2020-06-03,1,4157,876.4984716
2020-06-04,1,3167,-51373.12516
2020-06-05,1,5879,-241663.0509
2020-06-08,1,3307,284446.7531
2020-06-09,1,3314,-28447.14865
2020-06-10,1,3122,176280.8037
2020-06-11,1,3105,-101685.9347
2020-06-12,1,2466,-96659.82567
2020-06-15,1,5074,-68447.6147
2020-06-16,1,2558,-53636.59923
2020-06-17,1,1620,-259286.2027
2020-06-18,1,1653,-389739.4136
2020-06-19,1,1586,-89437.23174
2020-06-22,1,1767,-271168.7431
2020-06-23,1,1552,-378891.7957
2020-06-24,1,2901,228060.848
2020-06-25,1,3067,-377342.136
2020-06-26,1,3718,501477.8749
2020-06-29,1,2618,458173.5172
2020-06-30,1,1505,-104902.048
2020-07-01,1,895,350395.1185
2020-07-02,1,1410,-26658.3558
2020-07-03,1,0,0
2020-07-06,1,1716,-90771.56665
2020-07-07,1,1395,-457924.4402
2020-07-08,1,2556,-368680.811
2020-07-09,1,1423,-36569.63736
2020-07-10,1,1785,-27154.47905
2020-07-13,1,1270,-306876.7603
2020-07-14,1,3128,-4521.405174
2020-07-15,1,1214,396828.3247
2020-07-16,1,3355,-216217.9824
2020-07-17,1,2149,-367251.8156
2020-07-20,1,3021,-48130.66587
2020-07-21,1,2034,67221.32738
2020-07-22,1,3011,283029.4655
2020-07-23,1,2674,11444.08959
2020-07-24,1,1551,199809.8995
2020-07-27,1,3895,145775.3085
2020-07-28,1,2681,21549.60178
2020-07-29,1,2597,-172245.095
2020-07-30,1,3582,-22604.17465
2020-07-31,1,3324,-29731.37913
2020-08-03,1,2678,11764.35329
2020-08-04,1,2069,8540.365366
2020-08-05,1,1585,-59642.03385
2020-08-06,1,2562,-56814.75911
2018-08-02,2,2736,401650.6839
2018-08-03,2,2101,-91175.17781
2018-08-06,2,2167,34639.42695
2018-08-07,2,1679,-86681.43071
2018-08-08,2,2461,57028.58418
2018-08-09,2,2461,-61658.28609
2018-08-10,2,2525,249341.9654
2018-08-13,2,1967,360225.0149
2018-08-14,2,3145,-947609.4916
2018-08-15,2,2201,1144520.887
2018-08-16,2,2196,-1027573.329
2018-08-17,2,2108,-281159.2422
2018-08-20,2,2101,-220387.9592
2018-08-21,2,3117,9756.305304
2018-08-22,2,2261,-41690.62467
2018-08-23,2,3459,-290583.67
2018-08-24,2,2001,-326351.5642
2018-08-27,2,2524,-68091.69308
2018-08-28,2,2126,-54070.43391
2018-08-29,2,2179,-520642.4148
2018-08-30,2,2795,579279.1809
2018-08-31,2,2374,-958275.2261
2018-09-03,2,0,0
2018-09-04,2,2461,-237535.2165
2018-09-05,2,2001,-261330.2804
2018-09-06,2,2988,-45887.93829
2018-09-07,2,2126,363830.5428
2018-09-10,2,2014,-120509.2548
2018-09-11,2,2715,-300917.5925
2018-09-12,2,2669,-42336.36523
2018-09-13,2,2802,-271038.6534
2018-09-14,2,2632,605530.5033
2018-09-17,2,3552,-423143.8352
2018-09-18,2,2873,-322061.4967
2018-09-19,2,3376,-8258.996591
2018-09-20,2,2145,-10234.8331
2018-09-21,2,2346,-100796.9483
2018-09-24,2,2741,-51469.95025
2018-09-25,2,2595,596436.5687
2018-09-26,2,2826,-28349.6918
2018-09-27,2,2183,-11153.59707
2018-09-28,2,2336,-29696.04813
2018-10-01,2,1914,-44054.4798
2018-10-02,2,2134,35026.32891
2018-10-03,2,2233,-48044.68822
2018-10-04,2,1961,1015136.112
2018-10-05,2,2137,481857.9647
2018-10-08,2,1363,-58281.19031
2018-10-09,2,2207,165848.9096
2018-10-10,2,1927,-11311.66399
2018-10-11,2,2922,621457.0889
2018-10-12,2,2831,-178443.6785
2018-10-15,2,2297,36298.03419
2018-10-16,2,2551,-52435.46304
2018-10-17,2,2351,1017254
2018-10-18,2,2775,50936.39733
2018-10-19,2,2569,34332.33405
2018-10-22,2,2527,319705.6028
2018-10-23,2,2362,40936.35274
2018-10-24,2,3089,-149692.3582
2018-10-25,2,2693,-387649.1804
2018-10-26,2,2495,930948.5802
2018-10-29,2,3293,-514046.9914
2018-10-30,2,2551,-822061.6087
2018-10-31,2,2418,772939.3457
2018-11-01,2,3071,-179516.5627
2018-11-02,2,2476,466281.0511
2018-11-05,2,4834,-3249016.769
2018-11-06,2,3264,-544366.1169
2018-11-07,2,2215,44766.15705
2018-11-08,2,5030,-2783404.25
2018-11-09,2,2922,299958.7118
2018-11-12,2,1900,845375.7783
2018-11-13,2,4847,278508.7698
2018-11-14,2,2959,-398283.0577
2018-11-15,2,2148,515524.6223
2018-11-16,2,2558,523817.2436
2018-11-19,2,3769,4473581.532
2018-11-20,2,2432,102242.1526
2018-11-21,2,4072,-3649580.48
2018-11-22,2,0,95857.56027
2018-11-23,2,2382,3214029.45
2018-11-26,2,4690,-799920.2185
2018-11-27,2,3877,-906143.8759
2018-11-28,2,3709,-205495.4949
2018-11-29,2,1929,-248298.3987
2018-11-30,2,3847,-753865.8839
2018-12-03,2,3305,-720145.7634
2018-12-04,2,3134,469234.6842
2018-12-05,2,0,0
2018-12-06,2,3380,151588.7
2018-12-07,2,3807,306502.9225
2018-12-10,2,1751,4081990.148
2018-12-11,2,3151,-342753.0297
2018-12-12,2,3156,-1580391.946
2018-12-13,2,2918,1596665.402
2018-12-14,2,3010,2060916.706
2018-12-17,2,3102,2101885.663
2018-12-18,2,2905,201529.2917
2018-12-19,2,4260,-1546622.887
2018-12-20,2,4556,-579907.595
2018-12-21,2,5620,1994581.232
2018-12-24,2,6131,299820.0045
2018-12-25,2,0,0
2018-12-26,2,3014,-819767.3009
2018-12-27,2,3745,-1072836.829
2018-12-28,2,4614,-914916.878
2018-12-31,2,6996,79539.39127
2019-01-01,2,0,0
2019-01-02,2,4271,-1662820.036
2019-01-03,2,3962,255234.7638
2019-01-04,2,2856,-1221587.235
2019-01-07,2,4979,3670492.363
2019-01-08,2,4372,340710.4151
2019-01-09,2,3889,-2322946.411
2019-01-10,2,2538,352697.0288
2019-01-11,2,4879,1513480.884
2019-01-14,2,5480,427885.7878
2019-01-15,2,5775,867.5206639
2019-01-16,2,5855,-891612.584
2019-01-17,2,4103,-1014061.922
2019-01-18,2,4113,105864.692
2019-01-21,2,0,0
2019-01-22,2,3228,-747320.3228
2019-01-23,2,4650,282672.5009
2019-01-24,2,4942,115548.2361
2019-01-25,2,4519,-738355.0405
2019-01-28,2,4342,418078.5584
2019-01-29,2,4340,-279549.5828
2019-01-30,2,3471,-2546844.86
2019-01-31,2,4637,522151.3395
2019-02-01,2,5973,110767.8867
2019-02-04,2,4391,132202.2577
2019-02-05,2,5503,-348226.791
2019-02-06,2,3211,1223571.4
2019-02-07,2,4739,-581727.4744
2019-02-08,2,3232,-417228.0388
2019-02-11,2,3605,-303374.8796
2019-02-12,2,3048,-579660.947
2019-02-13,2,3068,-2075240.724
2019-02-14,2,2848,-320190.1154
2019-02-15,2,4379,1496808.432
2019-02-18,2,0,0
2019-02-19,2,3472,-318443.1183
2019-02-20,2,3046,1352446.198
2019-02-21,2,3899,8933.55908
2019-02-22,2,3227,-155770.9724
2019-02-25,2,3096,-430954.4257
2019-02-26,2,3275,-1257243.707
2019-02-27,2,2769,-121758.4356
2019-02-28,2,3915,1297740.509
2019-03-01,2,5972,-288258.1851
2019-03-04,2,3156,-510361.6583
2019-03-05,2,3847,-168902.0118
2019-03-06,2,3466,-350688.2662
2019-03-07,2,4202,-184392.6005
2019-03-08,2,3972,-6892.23619
2019-03-11,2,3195,-144913.0765
2019-03-12,2,2285,-504501.046
2019-03-13,2,1217,107918.1542
2019-03-14,2,4258,-157298.8095
2019-03-15,2,1609,395819.9994
2019-03-18,2,2160,121229.1586
2019-03-19,2,1139,-571101.3862
2019-03-20,2,2031,455851.8858
2019-03-21,2,4625,-259150.0958
2019-03-22,2,1966,715970.3375
2019-03-25,2,1433,-132570.2254
2019-03-26,2,2996,867702.5583
2019-03-27,2,1399,326242.4633
2019-03-28,2,2493,-162069.819
2019-03-29,2,1709,963906.6027
2019-04-01,2,1833,-143002.7814
2019-04-02,2,1824,518324.0929
2019-04-03,2,1324,252341.3396
2019-04-04,2,2227,283408.4708
2019-04-05,2,1073,-130970.6739
2019-04-08,2,1541,-138965.4915
2019-04-09,2,1773,307172.5351
2019-04-10,2,1144,-150399.6266
2019-04-11,2,1558,142076.3221
2019-04-12,2,2172,-291915.5213
2019-04-15,2,1788,248495.8331
2019-04-16,2,1364,-210610.9783
2019-04-17,2,1556,-136884.2545
2019-04-18,2,1606,-437970.4467
2019-04-19,2,0,0
2019-04-22,2,1853,-99569.62702
2019-04-23,2,1066,114068.445
2019-04-24,2,1741,119924.6374
2019-04-25,2,1339,-100436.8034
2019-04-26,2,1883,-90004.6934
2019-04-29,2,1506,-233997.9091
2019-04-30,2,1381,-427933.4718
2019-05-01,2,1588,-137646.5783
2019-05-02,2,1540,-128414.1858
2019-05-03,2,1691,-79229.83079
2019-05-06,2,1945,-338559.7556
2019-05-07,2,1966,-312689.1446
2019-05-08,2,1687,-199005.7444
2019-05-09,2,1620,-45950.98781
2019-05-10,2,2169,-572628.15
2019-05-13,2,1824,-92793.20894
2019-05-14,2,1131,-50675.09188
2019-05-15,2,1538,38732.04506
2019-05-16,2,1433,962392.7375
2019-05-17,2,1585,1789522.654
2019-05-20,2,1563,-68187.6265
2019-05-21,2,2014,-219175.2456
2019-05-22,2,1094,202985.0136
2019-05-23,2,1151,39951.95199
2019-05-24,2,1692,-254135.7142
2019-05-27,2,0,0
2019-05-28,2,1794,95691.211
2019-05-29,2,2167,121380.1267
2019-05-30,2,1334,93122.31943
2019-05-31,2,1761,191488.5275
2019-06-03,2,1858,-494769.3131
2019-06-04,2,1605,-284103.2302
2019-06-05,2,1424,-308770.7517
2019-06-06,2,1566,-184534.6878
2019-06-07,2,913,-23064.10714
2019-06-10,2,1572,-99203.26403
2019-06-11,2,1879,-209125.6718
2019-06-12,2,2298,-525280.334
2019-06-13,2,2076,-93663.99548
2019-06-14,2,1264,109977.528
2019-06-17,2,2240,-182238.0854
2019-06-18,2,1541,8144.279717
2019-06-19,2,1324,-274434.4281
2019-06-20,2,1880,-358768.4229
2019-06-21,2,2086,81958.98966
2019-06-24,2,1919,-281798.5004
2019-06-25,2,1746,10651.12678
2019-06-26,2,2088,514209.8709
2019-06-27,2,1611,99208.49795
2019-06-28,2,1546,546190.6421
2019-07-01,2,1590,-125764.9329
2019-07-02,2,1460,84341.51843
2019-07-03,2,1651,-91057.14991
2019-07-04,2,0,0
2019-07-05,2,1708,8826.523045
2019-07-08,2,1653,-357527.0097
2019-07-09,2,913,-421218.7588
2019-07-10,2,1518,-642653.4851
2019-07-11,2,1705,124837.9556
2019-07-12,2,1130,-31314.13439
